manufacturer,mpn,part_label,category,kind,observed_property,actuatable_property,feature_of_interest,vcc_min,vcc_max,i_active_mA,i_idle_uA,iface,i2c_addr_default,i2c_addr_range,spi_max_mhz,uart_baud,sample_rate_max_hz,latency_ms,accuracy_pct,range_min,range_max,units,datasheet_url,product_url,offer_price,currency,lifecycle,notes,Unnamed: 29,Unnamed: 30,Unnamed: 31
Fritzing Part-o-matic,,DS1809,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
"John De Cristofaro for Adafruit Industries, fixed by f.althaus",,DS18B20 1-Wire Temperature Sensor,Sensor,sensor,,,,,,,,,,,,,,,,,,,,http://www.maxim-ic.com/datasheet/index.mvp/id/2812,,,,imported_from_fritzing,,,
Christoph Wempe,,DS2Y-5-DC5V,Tool,,,,,5,5,,,,,,,,,,,,,,,https://www3.panasonic.biz/ac/e_download/control/relay/signal/catalog/mech_eng_ds2y.pdf,,,,imported_from_fritzing,,,
www.fritzing.org,,DS3234,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,DSPIC30F4011,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,DSPIC30F6015,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,DSPIC33FJ256GP710,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,DS_TOUCH_CONNECTOR,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Generic,L298N,Dual H-Bridge Motor Driver (L298N),actuator,motor_driver,,door_position,garage_door,,,,,GPIO_PWM,,,,,,,,,,,,https://a.co/d/7hzdG2m,,,,,,,
www.fritzing.org,,Dual Op-Amp,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
David Thomasson,,Dual VNH2SP30 Motor Driver,Actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Kubax,,DUO LED RG,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
SparkFun,,EasyDriver_v44,Tool,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10267,,,,imported_from_fritzing,,,
www.fritzing.org,,EB-85A Connector,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,EBM001,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Stefan Hermann,,EDGY,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
stefanhermann,,EDGY Analog In,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,EDISON,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,EEPROM-I2C,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Brendan Howell,,Electrolytic Capacitor,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Christoph Wempe,,Electrolytic Capacitor,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Mr.T,,Electrolytic Capacitor,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Brett Walach & Julien Vanier; fix: f.althaus,,Electron,Tool,,,,,,,,,,,,,,,,,,,,,https://www.particle.io,,,,imported_from_fritzing,,,
ELEGOO,ESP-WROOM-32,ELEGOO ESP-WROOM-32 (Bluetooth),controller,esp32,,,embedded_platform,3.3,3.3,,,,I2C|SPI|UART|ADC|GPIO,,,,,,,,,,,,,,ESP32 dev board,,,,
www.fritzing.org,,EM406 GPS Connector,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,EM406_OUTLINE,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,EM408_CON,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,EM408_OUTLINE,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,ENC28J60,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,ENCODER_2LED,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,ENCODER-QUADRATURE,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,ENCODER_RGB_CA,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
ENS+ASAIR,ENS160+AHT21,ENS160 eCO2/TVOC + AHT21 Temp/Humidity,sensor,environment_multi,eCO2|TVOC|temperature|humidity,,room_air,3.3,5,,,,I2C,,,,,,,,,,,,https://a.co/d/hXQ6jwH,,,,,,
Atlas Scientific,,ENV-32X Flash Memory Data Logger,Tool,,,,,,,,,,,,,,,,,,,,,https://www.atlas-scientific.com/product_pages/embedded/env-32x.html,,,,imported_from_fritzing,,,
www.fritzing.org,,EP2C8_PQ208,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
SparkFun,,E-Paper Eval Board,Tool,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10304,,,,imported_from_fritzing,,,
YDonnelly fixed f.althaus,,ESP8266 WiFi Module,Controller,controller,,,,,,,,,,,,,,,,,,,,http://www.esp8266.com,,,,imported_from_fritzing,,,
YDonnelly; Geert Roumen; greg-ware; Simone Picchioni + fix:f.althaus,,ESP8266 WiFi Module,Controller,controller,,,,,,,,,,,,,,,,,,,,http://www.esp8266.com,,,,imported_from_fritzing,,,
Gordon Williams + F.Althaus,,Espruino Pico,Tool,,,,,,,,,,,,,,,,,,,,,http://www.espruino.com/Pico,,,,imported_from_fritzing,,,
www.fritzing.org,,ET312 GPS Receiver,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
SparkFun,,Ethernet Pro,Tool,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10536,,,,imported_from_fritzing,,,
www.fritzing.org,,F25,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,FB,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,FC30,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Peter Van Epp (vanepp in forums),,fc-51,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
f.althaus,,FemtoBuck LED Driver,PowerSupply,power,,,,,,,,,,,,,,,,,,,,https://www.sparkfun.com/products/12937,,,,imported_from_fritzing,,,
Fritzing Team,,Film/Foil Capacitor,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,FKIT-COIN_CELL,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,FKIT-RIBBON_CONNECTOR,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,FKIT-SNAP_CONNECTOR,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Polvtor,,Flexible Plastic Sheet (Door Panel),mechanical,door_panel,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.ca/Polvtor-Flexible-Materials-Handicrafts-Decoration/dp/B0CCMNPWGW/,,,Prototype door panel,Prototype door panel,Prototype door panel
Atlas Scientific,,FLO-30 Circuit,Tool,,,,,,,,,,,,,,,,,,,,,https://www.atlas-scientific.com/product_pages/embedded/flo-30.html,,,,imported_from_fritzing,,,
www.fritzing.org,,FM Transmitter,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
althaus,,Fritzing Logo,Tool,,,,,,,,,,,,,,,,,,,,,http://www.fritzing.org,,,,imported_from_fritzing,,,
Revolution Education Ltd,,FRM010,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Revolution Education Ltd,,FRM050,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,FT2232D,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Steven Vogel,,FT230XQ,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,FT232RQ,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,FTDI_BASIC,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
SparkFun,,FTDI Basic Programmer,Tool,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9716,,,,imported_from_fritzing,,,
www.fritzing.org,,FUSE,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Carlos Hansen,,Fuse with Handler,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,G3VM-61E1,Tool,,,,,3,3,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
SparkFun,,GainSpan WiFi Breakout,Tool,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10505,,,,imported_from_fritzing,,,
www.fritzing.org,,GAS_SENSOR,Sensor,sensor,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
SparkFun,,Gas Sensor Breakout Board,Sensor,sensor,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/8891,,,,imported_from_fritzing,,,
DKARDU,,Gas Sensor Module,sensor,gas_smoke,smoke,,room_air,5,5,,,,ADC,,,,,,,,,,,,,,,Returns integer 0–360; threshold ~70,,,
www.fritzing.org,,GE863 Cellular Module with GPS,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,GE864,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,GE865,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,GE865_2,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,GEIGER_TUBE,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,General purpose bipolar Timer,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Dirk van Oosterbosch,,Generic Bajillion Hole Breadboard,Tool,helper,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Mike Causer,,Gizwits WiFi Witty ESP-12F,Tool,,,,,,,,,,,,,,,,,,,,,http://site.gizwits.com/en/developer/,,,,imported_from_fritzing,,,
www.fritzing.org,,GM862 Cellular Module with GPS,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,GND_CONNECT,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Lionel Michel,,GogoBoard 4.0,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,GP1A57HR,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,GP-2106,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,GPS-09838,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,GPS Antenna Amp,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,GR-10 GPS Receiver Module,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Graphical LCD 128x64,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Yihui Xiong,,Grove 3 Axis Digital Accelerometer 16g,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Yihui Xiong,,Grove 4 Digit Display,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Yihui Xiong,,Grove Button,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Yihui Xiong,,Grove Buzz,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Yihui Xiong,,Grove Infrared Emitter,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Yihui Xiong,,Grove Infrared Receiver,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Yihui Xiong,,Grove Light Sensor,Sensor,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Yihui Xiong,,Grove OLED 128x96,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Yihui Xiong,,Grove Temperature Sensor,Sensor,sensor,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,GS1011,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,GS406SMD,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,_h3_MPL115A1 (SPI) and MPL115A2 (I2C) Miniature Digital Barometer__h3_,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Alan Smith,,Half breadboard,Tool,helper,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Brendan Howell,,Half-Breadboard,Tool,helper,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,HALL-EFFECT,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Dirk van Oosterbosch,,H-Bridge,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Alfonso Abelenda Escudero,,HCF 4067,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
tigoe,,HCMS-29xx,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Ricky Ng-Adam fixed by FA,,hc-sr04,Tool,sensor,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Richard Bruneau,,HC-SR04 Ultrasonic Distance Sensor,Sensor,sensor,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,HDJD-S822-QR999,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Header 1,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Header 10,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Header 11,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Header 12,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Header 2,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Header 3,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Header 4,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Header 5,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Header 5x2,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Header 6,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Header 8,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Sorki,,HEF4094,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,HEF4543,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Stephen Parry,,Hexadecimal Rotary Encoder,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,HEX_CONVERTER,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Dirk van Oosterbosch,,Hex Inverter Schmitt Trigger SN74HC14,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Michael Zaidman,,HiFive1,Tool,,,,,,,,,,,,,,,,,,,,,https://www.sifive.com/boards/hifive1,,,,imported_from_fritzing,,,
www.fritzing.org,,HIH-4030,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Stephen Lilley,,Hirose DF13 Series Header,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Iyad Nahas,,HLK-PM01,Tool,,,,,,,,,,,,,,,,,,,,,http://www.hlktech.net/product_detail.php?ProId=54,,,,imported_from_fritzing,,,
Leroy Förster,,HLK-PM12,Tool,,,,,,,,,,,,,,,,,,,,,http://www.hlktech.net/product_detail.php?ProId=56,,,,imported_from_fritzing,,,
www.fritzing.org,,HMC1041Z,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,HMC1051Z,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,HMC1052L,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,HMC5843,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,HMC5883L,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,HMC6042,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,HMC6343,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,HMC6352,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,HT8950,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Stefan Hermann,,HT SSOP28,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Fabian Althaus,,HT SSOP28 pad,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Martha Maldonado,,Humidity and Temperature Sensor RHT03,Sensor,sensor,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
SparkFun,,Humidity Sensor - HIH-4030 Breakout,Sensor,sensor,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9569,,,,imported_from_fritzing,,,
wreutz,,Humidity Temperature Sensor SHT15,Sensor,sensor,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/8257,,,,imported_from_fritzing,,,
www.fritzing.org,,HV826MG_BACKLIGHT,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Richard Bruneau fixed: f.althaus,,HX711 Weighing Sensor Module,Sensor,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Jungho Park,,I2C level shifter bidirectional,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Takeshi Sasaki,,IchigoJam T,Tool,,,,,,,,,,,,,,,,,,,,,https://ichigojam.net/index-en.html,,,,imported_from_fritzing,,,
www.fritzing.org,,ICL3232,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,ID-12_20,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,IDG1215,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,IDG300,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,IDG500,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
KingDarBoja,,IFR520 MOS module,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,ILD213T,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,IMU3000,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
SparkFun,,IMU Analog Combo Board - 5 Degrees of Freedom,Tool,sensor,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9268,,,,imported_from_fritzing,,,
Andre Knoerig,,IMU Digital Combo Board 6DOF,Tool,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10121,,,,imported_from_fritzing,,,
Texas Instruments,INA226,INA226 Current/Power Monitor,sensor,current,current|power,,circuit_power,2.7,5.5,,,,I2C,,,,,,,,,,,,,,,Shunt-based current/power monitor,,,
lionel,,Inductor,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Mr.T,,Inductor,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Inductors,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Generic,,Infrared Flame Sensor Module,sensor,flame,flame_presence,,room_air,3.3,5,,,,ADC|DIGITAL,,,,,,,,,,,,,,,Analog + digital comparator; typical Arduino module,,,
Lionel Michel,,Infrared Proximity Sensor,Sensor,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
fabian althaus,,Intel Edison Arduinobreakout,Controller,controller,,,,,,,,,,,,,,,,,,,,http://www.intel.com/edison,,,,imported_from_fritzing,,,
Fabian Althaus,,Intel Galileo,Tool,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/ArduinoCertified/IntelGalileo,,,,imported_from_fritzing,,,
Fabian Althaus,,Intel Galileo Gen2,Tool,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/ArduinoCertified/IntelGalileo,,,,imported_from_fritzing,,,
KingDarBoja,,InvenSense MPU6050,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,INVERTER,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,INVERTING_SCHMITT_TRIGGER,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
SparkFun,,IOIO for Android,Tool,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10748,,,,imported_from_fritzing,,,
www.fritzing.org,,iPod Female Connector,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,iPod Male Connector,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,IRF7507,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,IRRECEIVER,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
SparkFun,,IR Receiver Breakout,Tool,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/8554,,,,imported_from_fritzing,,,
www.fritzing.org,,ISD1900,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
SparkFun,,ISD1932 Voice Recorder w/ Mic,Tool,,,,,1932,1932,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9579,,,,imported_from_fritzing,,,
www.fritzing.org,,ISL29102,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,ISZ500,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,ITG-3200,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,IXZ500,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Jean-Claude Wippler,,JeeNode wireless microcontroller,Controller,controller,,,,,,,,,,,,,,,,,,,,http://jeelabs.net/projects/hardware/wiki/JeeNode,,,,imported_from_fritzing,,,
Jean-Claude Wippler,,JeePlug experimenter's board,Tool,,,,,,,,,,,,,,,,,,,,,http://jeelabs.net/projects/hardware/wiki/Jee_Plug,,,,imported_from_fritzing,,,
www.fritzing.org,,JOYSTICK_MINI,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,JOYSTICK-PSP1000,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Stephen G. Parry,,JST-03JQ-BT,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Stephen G. Parry,,JST-B3P-VH,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Stephen G. Parry,,JST-VHR-3N,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,Jumper,Tool,helper,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,JUMPER-3,Tool,helper,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,JUMPER-3-OLD,Tool,helper,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Elegoo,,Jumper Wires Kit (120pcs),tooling,jumper_wires,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Hansen Mendoza,,KA78R05 Low Dropout Voltage Regulator,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,KENT_LCD_CONN,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Revolution Education Ltd,,L293D,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,L298,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,L298_BRIDGE_DRIVER,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,L6470,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,LASSEN_IQ_GPS,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Stefan Hermann,,LBT2088AH,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,LCD-16X2,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,LCD_BACKLIGHT_PADS,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
www.fritzing.org,,LCD_CFAX,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Lionel Michel,,LCD screen,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
F.Althaus,,LDH-45-350B,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Generic,,LDR Module (Photoresistor),sensor,light,illuminance,,room_air,,,,,ADC,,,,,,,,,,,,,,,Analog divider output,,,,
f.althaus,,LED BadgerArray,Tool,,,,,,,,,,,,,,,,,,,,,https://learn.sparkfun.com/tutorials/badgerhack,,,,imported_from_fritzing,,,
www.fritzing.org,,LED_BARGRAPH_10,Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
Stefan Hermann,,LED Dot Matrix 18mm (0.7 INCH),Tool,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,
