manufacturer,mpn,part_label,category,kind,observed_property,actuatable_property,feature_of_interest,vcc_min,vcc_max,logic_level,i_active_mA,i_idle_uA,iface,i2c_addr_default,i2c_addr_range,spi_max_mhz,uart_baud,sample_rate_max_hz,latency_ms,accuracy_pct,range_min,range_max,units,datasheet_url,product_url,offer_price,currency,lifecycle,notes,package_case,pin_count,temp_min_c,temp_max_c,clock_mhz
Lionel Michel,,BASIC Stamp 2p 40-Pin,tooling,ic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Lionel Michel,,BASIC Stamp 2pe,tooling,ic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Lionel Michel,,BASIC Stamp 2px24,tooling,ic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Lionel Michel,,BASIC Stamp 2 sx,tooling,ic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Brendan Howell/Dirk van Osterbosch/Lionel Michel,,Battery,power,battery,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BATTERY-2,power,battery,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Lionel Michel,,Battery block 9V,power,battery,,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,Battery Holders,power,battery,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BAV99,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Jeremy Bennett,,BB-301,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BC847PN,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BC9VPC,tooling,component,,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BD10KA5WF-E2,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BGB203_BLUETOOTH,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun,,Blackberry Trackballer Breakout,tooling,breakout,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9320,,,,imported_from_fritzing,,,,,
Pawel Szymczykowski fixed by f.althaus,,Blend Micro v1.0,tooling,ic,,,,,,,,,,,,,,,,,,,,,http://redbearlab.com/blendmicro/,,,,imported_from_fritzing,,,,,
joev,,blueIOT core,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
fabian althaus,,blueIOT RevB,tooling,component,,,,,,,,,,,,,,,,,,,,,http://fab-lab.eu/,,,,imported_from_fritzing,,,,,
Mr.T,,Blue smd LED,actuator,led,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Computação na Escola,,Bluetooth HC-05 Macho,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun,,Bluetooth Mate Silver,tooling,component,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10393,,,,imported_from_fritzing,,,,,
SparkFun,,Bluetooth Module Breakout - Roving Networks (RN-41),tooling,breakout,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10559,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BLUETOOTH-RN41,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,Bluetooth SMD Module,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BMA180,sensor,accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Bosch/Adafruit,BME280,BME280 Breakout,sensor,environment,temperature|humidity|pressure,,room_air,1.8,3.6,,,,I2C|SPI,0x77,,,,,,,,,,,https://www.sparkfun.com/products/13676,,,,High precision,,,,,
www.fritzing.org,,BMP085 Pressure Sensor,sensor,generic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BNC,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
f.althaus,,BNC socket,mechanical,connector,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Generic,,Breadboard,tooling,breadboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkFun,,Breadboard Power Supply Board SMD,power,adapter,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10804,,,,imported_from_fritzing,,,,,
SparkFun,,Breakout Board for Electret Microphone,sensor,microphone,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9964,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BTM182,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BUTTON-CONDUCTIVE,mechanical,switch,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BUTTON-MAGNETIC,sensor,magnetometer,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BUTTONPAD-2X2,mechanical,switch,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BUTTONPAD-2X2SINGLE,mechanical,switch,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BUTTONPAD-4X4,mechanical,switch,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,Buzzer 12mm,actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Calliope gGmbH,,Calliope Mini V 1.0,tooling,component,,,,,,,,,,,,,,,,,,,,,https://calliope.cc/,,,,imported_from_fritzing,,,,,
Calliope gGmbH,,Calliope Mini V 1.3,tooling,component,,,,,,,,,,,,,,,,,,,,,https://calliope.cc/,,,,imported_from_fritzing,,,,,
Stephen Parry,,Camdenboss CTB0158-10,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Camdenboss CTB0158-11,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Camdenboss CTB0158-12,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Camdenboss CTB0158-2,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Camdenboss CTB0158-3,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Camdenboss CTB0158-4,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Camdenboss CTB0158-5,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Camdenboss CTB0158-6,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Camdenboss CTB0158-7,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Camdenboss CTB0158-8,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Camdenboss CTB0158-9,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
f.althaus,,CAN-Bus Shield,tooling,component,,,,,,,,,,,,,,,,,,,,,https://www.sparkfun.com/products/10039,,,,imported_from_fritzing,,,,,
www.fritzing.org,,Capacitor,tooling,capacitor,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,Capacitor Polarized,tooling,capacitor,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,CAP_ADJ,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,CAPSENSE_PAD,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
nail,,CAR RELAY,actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Jean-Claude Wippler,,Carrier Card expansion area,tooling,component,,,,,,,,,,,,,,,,,,,,,http://jeelabs.net/projects/hardware/wiki/Carrier_Card,,,,imported_from_fritzing,,,,,
jeremyd2019,,CAY17,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Christoph Rieder,,CD4048B,tooling,component,,,,,,,,,,,,,,,,,,,,,http://www.ti.com/lit/ds/symlink/cd4048b-mil.pdf,,,,imported_from_fritzing,,,,,
André Knörig,,Ceramic Capacitor,tooling,capacitor,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Fritzing Team,,Ceramic Capacitor,tooling,capacitor,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
"ml_, fixedby:fa",,Cherry MX Keyswitch,mechanical,switch,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,Chip antenna,tooling,ic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Amber Mear/Digilent Inc.,,chipKIT Basic I/O Shield,tooling,ic,,,,,,,,,,,,,,,,,,,,,"http://digilentinc.com/Products/Detail.cfm?NavPath=2,892,936&Prod=CHIPKIT-BASIC-IO-SHIELD",,,,imported_from_fritzing,,,,,
Digilent/Amber Mear,,chipKIT Motor Shield,actuator,generic,,,,,,,,,,,,,,,,,,,,,"http://digilentinc.com/Products/Detail.cfm?NavPath=2,892,1177&Prod=CHIPKIT-MOTOR-SHIELD",,,,imported_from_fritzing,,,,,
Amber Mear/Digilent Inc.,,chipKIT™Pro MX4,tooling,ic,,,,,,,,,,,,,,,,,,,,,"http://digilentinc.com/Products/Detail.cfm?NavPath=2,892,1218&Prod=CHIPKIT-PRO-MX4",,,,imported_from_fritzing,,,,,
Amber Mear/Digilent Inc.,,chipKIT WF32,tooling,ic,,,,,,,,,,,,,,,,,,,,,"http://digilentinc.com/Products/Detail.cfm?NavPath=2,892,1193&Prod=CHIPKIT-WF32",,,,imported_from_fritzing,,,,,
Jenny Madorsky,,Chirp! Soil Moisture Sensor v2.7.3,sensor,generic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,CMA3000-A01,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,CMA3000-D01,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,CNZ1120,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
wreutz,,Color Sensor Breakout ADJD-S311,sensor,color,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10701,,,,imported_from_fritzing,,,,,
SparkFun,,Compass Module - HMC6352,sensor,magnetometer,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/7915,,,,imported_from_fritzing,,,,,
www.fritzing.org,,COMPUTER-PERIPHERAL-POWER,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Atlas Scientific,,Conductivity Circuit,tooling,component,,,,,,,,,,,,,,,,,,,,,https://www.atlas-scientific.com/product_pages/embedded/ec.html,,,,imported_from_fritzing,,,,,
www.fritzing.org,,COPERNICUS,sensor,gps,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,COPERNICUS-DIP,sensor,gps,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Fritzing Core Team,,Crystal,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Lionel Michel,,Crystal,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,CRYSTAL,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
J.A. Korten - JKSOFT Educational,,CRYSTAL - kHz,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,CY7C64215,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,D2523T,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun,,DAC Breakout,tooling,breakout,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9719,,,,imported_from_fritzing,,,,,
Stephen Parry,,Dagu DGServo 9g (End View),actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Dagu DGServo 9g header connector (female),actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Dagu DGServo 9g header (male),actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Dagu DGServo 9g (Pan and tilt),actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Dagu DGServo 9g PCB mounting holes,actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Dagu DGServo 9g (Top view),actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,Darlington Driver,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DB25,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
daryl,,DB25F,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
daryl,,DB25M,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DB9 Connector,mechanical,connector,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DC-DC_CONVERTER,power,regulator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
KingDarBoja,,DC_DC_XL4016,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DCM01 Reflective Blood Sensor,sensor,generic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Brendan Howell/Dirk van Osterbosch/Lionel Michel,,DC Motor,actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Generic,,DC Motor with Gearbox (High Torque),actuator,motor_dc,,door_position,garage_door,,,,,,DRIVEN_BY_DRIVER,,,,,,,,,,,,https://a.co/d/7mfZa56,,,,,,,,,
Brendan Howell,,DC Power,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun,,DeadOn RTC - DS3234 Breakout,sensor,rtc,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10160,,,,imported_from_fritzing,,,,,
Atlas Scientific,,Debugger,tooling,component,,,,,,,,,,,,,,,,,,,,,https://www.atlas-scientific.com/product_pages/embedded/debugger.html,,,,imported_from_fritzing,,,,,
Snootlab,,DeuLigne 1.1 - The Snootlab's LCD shield for Arduino,controller,controller,,,,,,,,,,,,,,,,,,,,,http://shop.snootlab.com/shields-snootlab/135-deuligne.html,,,,imported_from_fritzing,,,,,
Mike Causer,,DFRobot DFPlayer Mini,tooling,component,,,,,,,,,,,,,,,,,,,,,http://www.dfrobot.com/index.php?route=product/product&product_id=1121,,,,imported_from_fritzing,,,,,
KingDarBoja,,DIAC Diode,tooling,diode,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Dirk van Oosterbosch,,Dial Potentiometer with switch,mechanical,switch,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun,,Digital FM Radio Receiver,tooling,component,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10344,,,,imported_from_fritzing,,,,,
red byer,,"Digital Panel Meter, Voltage, DMS-20PC",mechanical,generic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun,,Digital Temperature Sensor Breakout - TMP102,sensor,sensor,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9418,,,,imported_from_fritzing,,,,,
andre,,DIN-5 jack (MIDI),mechanical,connector,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DIN7,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,Diode,tooling,diode,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DIODE-SCHOTTKY,tooling,diode,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DIODE-ZENER,tooling,diode,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Frank Belau,,DIP-Relay-D31A,actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DIP SWITCH,mechanical,switch,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DIP Switch 8 Position,mechanical,switch,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Atlas Scientific,,D.O. Circuit,tooling,component,,,,,,,,,,,,,,,,,,,,,https://www.atlas-scientific.com/product_pages/embedded/do.html,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DOSonCHIP IC,tooling,ic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DPAC WiFi Module,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
fabian althaus,,dquidio board,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
DQuid @DQuidTeam,,dquidio_GPRS board,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Bantum Works fix: f.althaus,,"DRV 8825 Stepper Motor Carrier, High Current",actuator,actuator,,,,,,,,,,,,,,,,,,,,,https://www.pololu.com/product/2133,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DS1077,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Revolution Education Ltd,,DS1302,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Revolution Education Ltd,,DS1307,sensor,rtc,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DS1307,sensor,rtc,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Fritzing Part-o-matic,,DS1809,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
"John De Cristofaro for Adafruit Industries, fixed by f.althaus",,DS18B20 1-Wire Temperature Sensor,sensor,sensor,,,,,,,,,,,,,,,,,,,,,http://www.maxim-ic.com/datasheet/index.mvp/id/2812,,,,imported_from_fritzing,,,,,
Christoph Wempe,,DS2Y-5-DC5V,tooling,component,,,,5.0,5.0,,,,,,,,,,,,,,,,https://www3.panasonic.biz/ac/e_download/control/relay/signal/catalog/mech_eng_ds2y.pdf,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DS3234,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DSPIC30F4011,tooling,ic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DSPIC30F6015,tooling,ic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DSPIC33FJ256GP710,tooling,ic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DS_TOUCH_CONNECTOR,mechanical,connector,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Generic,L298N,Dual H-Bridge Motor Driver (L298N),actuator,motor_driver,,door_position,garage_door,,,,,,GPIO_PWM,,,,,,,,,,,,https://a.co/d/7hzdG2m,,,,,,,,,
www.fritzing.org,,Dual Op-Amp,tooling,component,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
David Thomasson,,Dual VNH2SP30 Motor Driver,actuator,motor_driver,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Kubax,,DUO LED RG,actuator,led,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun,,EasyDriver_v44,actuator,motor_driver,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10267,,,,imported_from_fritzing,,,,,
www.fritzing.org,,EB-85A Connector,mechanical,connector,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
